product_name,year_month,warehouse_inventory,inventory_cost_per_unit,inventory_date
Total Gym 1400,201705,0,0.52282,2017-05-01
Garmin Forerunner 910XT GPS Watch,201705,0,1.92208,2017-05-01
Titleist Club Glove Travel Cover,201705,0,0.80747,2017-05-01
GoPro HERO3+ Black Edition Camera,201705,0,1.37316,2017-05-01
Diamondback Boys' Insight 24 Performance Hybr,201705,0,2.12764,2017-05-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201705,0,1.78541,2017-05-01
Stiga Master Series ST3100 Competition Indoor,201705,0,2.24771,2017-05-01
SOLE E35 Elliptical,201705,2,1.73186,2017-05-01
Bushnell Pro X7 Jolt Slope Rangefinder,201705,19,1.65231,2017-05-01
SOLE E25 Elliptical,201705,17,1.01005,2017-05-01
Bowflex SelectTech 1090 Dumbbells,201705,21,1.96555,2017-05-01
Perfect Fitness Perfect Rip Deck,201704,621,0.88657,2017-04-01
Nike Men's Dri-FIT Victory Golf Polo,201704,159,0.15548,2017-04-01
O'Brien Men's Neoprene Life Vest,201704,583,0.94685,2017-04-01
Nike Men's Free 5.0+ Running Shoe,201704,159,1.00909,2017-04-01
Under Armour Girls' Toddler Spine Surge Runni,201704,141,1.15101,2017-04-01
Nike Men's CJ Elite 2 TD Football Cleat,201704,93,0.57969,2017-04-01
Field & Stream Sportsman 16 Gun Fire Safe,201704,8,2.18091,2017-04-01
Pelican Sunstream 100 Kayak,201704,23,0.57375,2017-04-01
Diamondback Women's Serene Classic Comfort Bi,201704,91,1.38641,2017-04-01
ENO Atlas Hammock Straps,201704,3,1.91688,2017-04-01
Nike Men's Comfort 2 Slide,201704,5,1.64608,2017-04-01
adidas Youth Germany Black/Red Away Match Soc,201704,5,0.45392,2017-04-01
Team Golf St. Louis Cardinals Putter Grip,201704,0,2.04675,2017-04-01
LIJA Women's Eyelet Sleeveless Golf Polo,201704,1,1.43792,2017-04-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201704,12,1.48586,2017-04-01
Glove It Women's Imperial Golf Glove,201704,0,1.07625,2017-04-01
Glove It Imperial Golf Towel,201704,1,1.99705,2017-04-01
Bridgestone e6 Straight Distance NFL Carolina,201704,2,1.44117,2017-04-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201704,0,0.35899,2017-04-01
Columbia Men's PFG Anchor Tough T-Shirt,201704,14,1.03225,2017-04-01
Under Armour Women's Ignite Slide,201704,0,0.6306,2017-04-01
Team Golf Tennessee Volunteers Putter Grip,201704,0,1.1631,2017-04-01
Titleist Pro V1x High Numbers Personalized Go,201704,0,0.76759,2017-04-01
Nike Men's Deutschland Weltmeister Winners Bl,201704,1,0.95976,2017-04-01
Bridgestone e6 Straight Distance NFL San Dieg,201704,7,1.86183,2017-04-01
Nike Women's Tempo Shorts,201704,0,2.26924,2017-04-01
Team Golf Texas Longhorns Putter Grip,201704,1,0.6314,2017-04-01
Hirzl Women's Soffft Flex Golf Glove,201704,6,1.77448,2017-04-01
Clicgear 8.0 Shoe Brush,201704,6,1.74432,2017-04-01
Hirzl Women's Hybrid Golf Glove,201704,2,1.24024,2017-04-01
Team Golf Pittsburgh Steelers Putter Grip,201704,6,2.11459,2017-04-01
Top Flite Women's 2017 XL Hybrid,201704,0,2.2896,2017-04-01
Glove It Urban Brick Golf Towel,201704,0,0.79354,2017-04-01
Nike Dri-FIT Crew Sock 6 Pack,201704,5,2.08529,2017-04-01
TYR Boys' Team Digi Jammer,201704,4,2.11785,2017-04-01
Team Golf San Francisco Giants Putter Grip,201704,20,0.20438,2017-04-01
Clicgear Rovic Cooler Bag,201704,1,0.3143,2017-04-01
Hirzl Men's Hybrid Golf Glove,201704,0,0.88292,2017-04-01
Titleist Pro V1x Golf Balls,201704,0,0.88397,2017-04-01
adidas Men's Germany Black Crest Away Tee,201704,0,2.34503,2017-04-01
Titleist Pro V1 High Numbers Personalized Gol,201704,2,1.82,2017-04-01
Under Armour Women's Micro G Skulpt Running S,201704,0,0.69938,2017-04-01
Under Armour Hustle Storm Medium Duffle Bag,201704,0,0.48024,2017-04-01
Under Armour Women's Ignite PIP VI Slide,201704,3,0.24525,2017-04-01
Bag Boy Beverage Holder,201704,0,1.89356,2017-04-01
Under Armour Men's Tech II T-Shirt,201704,7,1.41797,2017-04-01
Team Golf New England Patriots Putter Grip,201704,6,2.28517,2017-04-01
Under Armour Men's Compression EV SL Slide,201704,0,0.22573,2017-04-01
Bridgestone e6 Straight Distance NFL Tennesse,201704,0,1.14507,2017-04-01
Glove It Women's Mod Oval Golf Glove,201704,16,0.31753,2017-04-01
Titleist Pro V1x High Numbers Golf Balls,201704,0,2.33485,2017-04-01
Nike Women's Legend V-Neck T-Shirt,201704,1,0.36913,2017-04-01
Under Armour Kids' Mercenary Slide,201704,13,1.82041,2017-04-01
adidas Kids' F5 Messi FG Soccer Cleat,201704,0,2.22786,2017-04-01
Children's heaters,201704,0,1.7125,2017-04-01
Web Camera,201704,0,0.60638,2017-04-01
Dell Laptop,201704,3,0.56985,2017-04-01
Porcelain crafts,201704,0,0.67932,2017-04-01
Sports Books,201704,0,2.19697,2017-04-01
DVDs,201704,0,1.52327,2017-04-01
Industrial consumer electronics,201704,0,0.70648,2017-04-01
Fighting video games,201704,0,1.26348,2017-04-01
Summer dresses,201704,0,1.19219,2017-04-01
Lawn mower,201704,0,0.96015,2017-04-01
Adult dog supplies,201704,0,0.41583,2017-04-01
Rock music,201704,0,1.17605,2017-04-01
Elevation Training Mask 2.0,201704,0,1.55239,2017-04-01
LIJA Women's Mid-Length Panel Golf Shorts,201704,0,1.83195,2017-04-01
Toys,201704,0,2.12219,2017-04-01
Brooks Women's Ghost 6 Running Shoe,201704,0,2.32807,2017-04-01
Bag Boy M330 Push Cart,201704,6,2.15868,2017-04-01
Merrell Women's Grassbow Sport Hiking Shoe,201704,0,0.57064,2017-04-01
Nike Men's Free TR 5.0 TB Training Shoe,201704,0,1.64705,2017-04-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201704,0,1.02864,2017-04-01
First aid kit,201704,0,1.74649,2017-04-01
CDs of rock,201704,0,1.59133,2017-04-01
Polar FT4 Heart Rate Monitor,201704,0,1.02079,2017-04-01
LIJA Women's Argyle Golf Polo,201704,0,0.79704,2017-04-01
TaylorMade White Smoke IN-12 Putter,201704,0,0.55742,2017-04-01
Fitbit The One Wireless Activity & Sleep Trac,201704,0,1.35022,2017-04-01
Nike Kids' Grade School KD VI Basketball Shoe,201704,0,1.81639,2017-04-01
The North Face Women's Recon Backpack,201704,0,0.26606,2017-04-01
Smart watch,201704,0,0.37939,2017-04-01
Baby sweater,201704,0,0.16886,2017-04-01
MDGolf Pittsburgh Penguins Putter,201704,7,1.0671,2017-04-01
Men's gala suit,201704,0,2.10979,2017-04-01
Merrell Men's All Out Flash Trail Running Sho,201704,0,0.95394,2017-04-01
Garmin Approach S3 Golf GPS Watch,201704,0,2.30857,2017-04-01
LIJA Women's Button Golf Dress,201704,0,2.33507,2017-04-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201704,0,0.69756,2017-04-01
Merrell Women's Siren Mid Waterproof Hiking B,201704,2,1.42868,2017-04-01
TaylorMade Women's RBZ SL Rescue,201704,1,1.65789,2017-04-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201704,0,1.77112,2017-04-01
TaylorMade 2017 Purelite Stand Bag,201704,6,1.42333,2017-04-01
Cleveland Golf Collegiate My Custom Wedge 588,201704,0,1.37548,2017-04-01
adidas Brazuca 2017 Official Match Ball,201704,0,1.50239,2017-04-01
Nike Men's Fingertrap Max Training Shoe,201704,0,0.76882,2017-04-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201704,2,1.79506,2017-04-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201704,0,1.26299,2017-04-01
Ogio Race Golf Shoes,201704,0,0.6956,2017-04-01
insta-bed Neverflat Air Mattress,201704,2,1.2184,2017-04-01
GolfBuddy VT3 GPS Watch,201704,0,0.69638,2017-04-01
Merrell Women's Grassbow Sport Waterproof Hik,201704,1,2.08293,2017-04-01
Titleist Small Wheeled Travel Cover,201704,0,2.01232,2017-04-01
Polar Loop Activity Tracker,201704,5,0.86549,2017-04-01
Pelican Maverick 100X Kayak,201704,0,2.00027,2017-04-01
Garmin Approach S4 Golf GPS Watch,201704,0,1.426,2017-04-01
Total Gym 1400,201704,0,0.56907,2017-04-01
Garmin Forerunner 910XT GPS Watch,201704,0,0.19279,2017-04-01
Titleist Club Glove Travel Cover,201704,0,1.06547,2017-04-01
GoPro HERO3+ Black Edition Camera,201704,0,0.7762,2017-04-01
Diamondback Boys' Insight 24 Performance Hybr,201704,0,0.44545,2017-04-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201704,0,1.62268,2017-04-01
Stiga Master Series ST3100 Competition Indoor,201704,0,0.44325,2017-04-01
SOLE E35 Elliptical,201704,26,0.24703,2017-04-01
Bushnell Pro X7 Jolt Slope Rangefinder,201704,22,0.51866,2017-04-01
SOLE E25 Elliptical,201704,2,1.26658,2017-04-01
Bowflex SelectTech 1090 Dumbbells,201704,14,2.18772,2017-04-01
Perfect Fitness Perfect Rip Deck,201703,57,0.39551,2017-03-01
Nike Men's Dri-FIT Victory Golf Polo,201703,619,0.91387,2017-03-01
O'Brien Men's Neoprene Life Vest,201703,175,2.09784,2017-03-01
Nike Men's Free 5.0+ Running Shoe,201703,97,0.24145,2017-03-01
Under Armour Girls' Toddler Spine Surge Runni,201703,176,0.19859,2017-03-01
Nike Men's CJ Elite 2 TD Football Cleat,201703,101,0.21878,2017-03-01
Field & Stream Sportsman 16 Gun Fire Safe,201703,91,1.12452,2017-03-01
Pelican Sunstream 100 Kayak,201703,100,1.53908,2017-03-01
Diamondback Women's Serene Classic Comfort Bi,201703,11,0.16137,2017-03-01
ENO Atlas Hammock Straps,201703,3,0.17242,2017-03-01
Nike Men's Comfort 2 Slide,201703,6,1.27835,2017-03-01
adidas Youth Germany Black/Red Away Match Soc,201703,10,0.44961,2017-03-01
Team Golf St. Louis Cardinals Putter Grip,201703,2,0.18107,2017-03-01
LIJA Women's Eyelet Sleeveless Golf Polo,201703,3,1.03368,2017-03-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201703,11,2.1628,2017-03-01
Glove It Women's Imperial Golf Glove,201703,1,1.38468,2017-03-01
Glove It Imperial Golf Towel,201703,8,1.06243,2017-03-01
Bridgestone e6 Straight Distance NFL Carolina,201703,5,0.34205,2017-03-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201703,10,1.03023,2017-03-01
Columbia Men's PFG Anchor Tough T-Shirt,201703,26,1.31639,2017-03-01
Under Armour Women's Ignite Slide,201703,4,0.14667,2017-03-01
Team Golf Tennessee Volunteers Putter Grip,201703,3,0.42791,2017-03-01
Titleist Pro V1x High Numbers Personalized Go,201703,0,2.15695,2017-03-01
Nike Men's Deutschland Weltmeister Winners Bl,201703,1,1.1724,2017-03-01
Bridgestone e6 Straight Distance NFL San Dieg,201703,3,0.33193,2017-03-01
Nike Women's Tempo Shorts,201703,2,1.69635,2017-03-01
Team Golf Texas Longhorns Putter Grip,201703,0,0.12731,2017-03-01
Hirzl Women's Soffft Flex Golf Glove,201703,5,2.11909,2017-03-01
Clicgear 8.0 Shoe Brush,201703,3,0.82452,2017-03-01
Hirzl Women's Hybrid Golf Glove,201703,4,1.93927,2017-03-01
Team Golf Pittsburgh Steelers Putter Grip,201703,1,1.28826,2017-03-01
Top Flite Women's 2017 XL Hybrid,201703,0,1.27277,2017-03-01
Glove It Urban Brick Golf Towel,201703,6,2.1284,2017-03-01
Nike Dri-FIT Crew Sock 6 Pack,201703,3,1.38964,2017-03-01
TYR Boys' Team Digi Jammer,201703,4,0.96505,2017-03-01
Team Golf San Francisco Giants Putter Grip,201703,15,2.11189,2017-03-01
Clicgear Rovic Cooler Bag,201703,14,0.30921,2017-03-01
Hirzl Men's Hybrid Golf Glove,201703,0,2.3256,2017-03-01
Titleist Pro V1x Golf Balls,201703,18,2.24845,2017-03-01
adidas Men's Germany Black Crest Away Tee,201703,9,1.75702,2017-03-01
Titleist Pro V1 High Numbers Personalized Gol,201703,1,0.25708,2017-03-01
Under Armour Women's Micro G Skulpt Running S,201703,10,2.14362,2017-03-01
Under Armour Hustle Storm Medium Duffle Bag,201703,1,1.46297,2017-03-01
Under Armour Women's Ignite PIP VI Slide,201703,0,0.3046,2017-03-01
Bag Boy Beverage Holder,201703,11,1.19313,2017-03-01
Under Armour Men's Tech II T-Shirt,201703,19,0.50261,2017-03-01
Team Golf New England Patriots Putter Grip,201703,3,0.80445,2017-03-01
Under Armour Men's Compression EV SL Slide,201703,6,2.28587,2017-03-01
Bridgestone e6 Straight Distance NFL Tennesse,201703,2,1.24482,2017-03-01
Glove It Women's Mod Oval Golf Glove,201703,0,0.93273,2017-03-01
Titleist Pro V1x High Numbers Golf Balls,201703,14,1.66084,2017-03-01
Nike Women's Legend V-Neck T-Shirt,201703,5,2.09038,2017-03-01
Under Armour Kids' Mercenary Slide,201703,0,1.14825,2017-03-01
adidas Kids' F5 Messi FG Soccer Cleat,201703,1,1.37072,2017-03-01
Children's heaters,201703,0,1.50968,2017-03-01
Web Camera,201703,0,1.37945,2017-03-01
Dell Laptop,201703,5,2.04856,2017-03-01
Porcelain crafts,201703,0,0.7137,2017-03-01
Sports Books,201703,0,0.70763,2017-03-01
DVDs,201703,0,1.48331,2017-03-01
Industrial consumer electronics,201703,0,0.49854,2017-03-01
Fighting video games,201703,0,0.86901,2017-03-01
Summer dresses,201703,0,0.21262,2017-03-01
Lawn mower,201703,0,1.06525,2017-03-01
Adult dog supplies,201703,0,1.39757,2017-03-01
Rock music,201703,0,0.18115,2017-03-01
Elevation Training Mask 2.0,201703,0,0.37251,2017-03-01
LIJA Women's Mid-Length Panel Golf Shorts,201703,0,2.02252,2017-03-01
Toys,201703,0,1.80585,2017-03-01
Brooks Women's Ghost 6 Running Shoe,201703,0,1.42816,2017-03-01
Bag Boy M330 Push Cart,201703,9,1.76986,2017-03-01
Merrell Women's Grassbow Sport Hiking Shoe,201703,0,1.33642,2017-03-01
Nike Men's Free TR 5.0 TB Training Shoe,201703,0,1.79687,2017-03-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201703,6,0.31117,2017-03-01
First aid kit,201703,0,1.52918,2017-03-01
CDs of rock,201703,0,2.19858,2017-03-01
Polar FT4 Heart Rate Monitor,201703,0,1.4583,2017-03-01
LIJA Women's Argyle Golf Polo,201703,0,1.31521,2017-03-01
TaylorMade White Smoke IN-12 Putter,201703,0,1.03998,2017-03-01
Fitbit The One Wireless Activity & Sleep Trac,201703,2,1.5287,2017-03-01
Nike Kids' Grade School KD VI Basketball Shoe,201703,0,1.70755,2017-03-01
The North Face Women's Recon Backpack,201703,0,0.21998,2017-03-01
Smart watch,201703,0,2.32836,2017-03-01
Baby sweater,201703,0,2.25429,2017-03-01
MDGolf Pittsburgh Penguins Putter,201703,0,0.69236,2017-03-01
Men's gala suit,201703,0,0.3827,2017-03-01
Merrell Men's All Out Flash Trail Running Sho,201703,0,0.17014,2017-03-01
Garmin Approach S3 Golf GPS Watch,201703,0,2.01727,2017-03-01
LIJA Women's Button Golf Dress,201703,0,2.29765,2017-03-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201703,0,0.51127,2017-03-01
Merrell Women's Siren Mid Waterproof Hiking B,201703,0,0.28227,2017-03-01
TaylorMade Women's RBZ SL Rescue,201703,0,2.03648,2017-03-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201703,0,1.15999,2017-03-01
TaylorMade 2017 Purelite Stand Bag,201703,0,1.27134,2017-03-01
Cleveland Golf Collegiate My Custom Wedge 588,201703,0,0.54004,2017-03-01
adidas Brazuca 2017 Official Match Ball,201703,0,2.00759,2017-03-01
Nike Men's Fingertrap Max Training Shoe,201703,0,0.57377,2017-03-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201703,0,1.4208,2017-03-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201703,0,1.88333,2017-03-01
Ogio Race Golf Shoes,201703,0,2.12774,2017-03-01
insta-bed Neverflat Air Mattress,201703,0,1.68446,2017-03-01
GolfBuddy VT3 GPS Watch,201703,0,0.60374,2017-03-01
Merrell Women's Grassbow Sport Waterproof Hik,201703,0,1.25847,2017-03-01
Titleist Small Wheeled Travel Cover,201703,2,1.96419,2017-03-01
Polar Loop Activity Tracker,201703,0,1.7738,2017-03-01
Pelican Maverick 100X Kayak,201703,0,0.24165,2017-03-01
Garmin Approach S4 Golf GPS Watch,201703,0,2.09296,2017-03-01
Total Gym 1400,201703,0,1.1239,2017-03-01
Garmin Forerunner 910XT GPS Watch,201703,0,1.35533,2017-03-01
Titleist Club Glove Travel Cover,201703,0,2.13051,2017-03-01
GoPro HERO3+ Black Edition Camera,201703,0,1.00876,2017-03-01
Diamondback Boys' Insight 24 Performance Hybr,201703,0,1.24593,2017-03-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201703,0,0.47958,2017-03-01
Stiga Master Series ST3100 Competition Indoor,201703,0,1.8108,2017-03-01
SOLE E35 Elliptical,201703,16,2.01744,2017-03-01
Bushnell Pro X7 Jolt Slope Rangefinder,201703,6,0.55303,2017-03-01
SOLE E25 Elliptical,201703,23,1.48924,2017-03-01
Bowflex SelectTech 1090 Dumbbells,201703,26,1.16548,2017-03-01
Perfect Fitness Perfect Rip Deck,201702,679,0.91894,2017-02-01
Nike Men's Dri-FIT Victory Golf Polo,201702,302,1.64554,2017-02-01
O'Brien Men's Neoprene Life Vest,201702,189,1.79941,2017-02-01
Nike Men's Free 5.0+ Running Shoe,201702,147,0.34474,2017-02-01
Under Armour Girls' Toddler Spine Surge Runni,201702,235,0.12529,2017-02-01
Nike Men's CJ Elite 2 TD Football Cleat,201702,99,1.44617,2017-02-01
Field & Stream Sportsman 16 Gun Fire Safe,201702,91,0.68193,2017-02-01
Pelican Sunstream 100 Kayak,201702,105,0.26709,2017-02-01
Diamondback Women's Serene Classic Comfort Bi,201702,81,1.98979,2017-02-01
ENO Atlas Hammock Straps,201702,0,1.73918,2017-02-01
Nike Men's Comfort 2 Slide,201702,4,0.92344,2017-02-01
adidas Youth Germany Black/Red Away Match Soc,201702,3,0.35793,2017-02-01
Team Golf St. Louis Cardinals Putter Grip,201702,0,1.83442,2017-02-01
LIJA Women's Eyelet Sleeveless Golf Polo,201702,14,2.29643,2017-02-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201702,5,1.51604,2017-02-01
Glove It Women's Imperial Golf Glove,201702,0,0.33922,2017-02-01
Glove It Imperial Golf Towel,201702,0,0.50317,2017-02-01
Bridgestone e6 Straight Distance NFL Carolina,201702,8,1.84397,2017-02-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201702,0,0.58961,2017-02-01
Columbia Men's PFG Anchor Tough T-Shirt,201702,8,0.6007,2017-02-01
Under Armour Women's Ignite Slide,201702,0,2.06439,2017-02-01
Team Golf Tennessee Volunteers Putter Grip,201702,8,1.66517,2017-02-01
Titleist Pro V1x High Numbers Personalized Go,201702,0,0.52119,2017-02-01
Nike Men's Deutschland Weltmeister Winners Bl,201702,0,1.62649,2017-02-01
Bridgestone e6 Straight Distance NFL San Dieg,201702,3,1.71477,2017-02-01
Nike Women's Tempo Shorts,201702,0,0.92243,2017-02-01
Team Golf Texas Longhorns Putter Grip,201702,6,0.23071,2017-02-01
Hirzl Women's Soffft Flex Golf Glove,201702,4,0.65465,2017-02-01
Clicgear 8.0 Shoe Brush,201702,0,1.33091,2017-02-01
Hirzl Women's Hybrid Golf Glove,201702,2,1.23129,2017-02-01
Team Golf Pittsburgh Steelers Putter Grip,201702,1,0.82915,2017-02-01
Top Flite Women's 2017 XL Hybrid,201702,21,2.13743,2017-02-01
Glove It Urban Brick Golf Towel,201702,7,1.62744,2017-02-01
Nike Dri-FIT Crew Sock 6 Pack,201702,2,0.9058,2017-02-01
TYR Boys' Team Digi Jammer,201702,7,0.891,2017-02-01
Team Golf San Francisco Giants Putter Grip,201702,2,1.50541,2017-02-01
Clicgear Rovic Cooler Bag,201702,1,0.58051,2017-02-01
Hirzl Men's Hybrid Golf Glove,201702,12,1.99473,2017-02-01
Titleist Pro V1x Golf Balls,201702,11,1.56627,2017-02-01
adidas Men's Germany Black Crest Away Tee,201702,22,1.50176,2017-02-01
Titleist Pro V1 High Numbers Personalized Gol,201702,11,1.3341,2017-02-01
Under Armour Women's Micro G Skulpt Running S,201702,6,1.34409,2017-02-01
Under Armour Hustle Storm Medium Duffle Bag,201702,4,0.12361,2017-02-01
Under Armour Women's Ignite PIP VI Slide,201702,4,1.48304,2017-02-01
Bag Boy Beverage Holder,201702,0,1.26168,2017-02-01
Under Armour Men's Tech II T-Shirt,201702,14,0.43408,2017-02-01
Team Golf New England Patriots Putter Grip,201702,2,1.8753,2017-02-01
Under Armour Men's Compression EV SL Slide,201702,0,1.54393,2017-02-01
Bridgestone e6 Straight Distance NFL Tennesse,201702,1,1.50731,2017-02-01
Glove It Women's Mod Oval Golf Glove,201702,23,1.20941,2017-02-01
Titleist Pro V1x High Numbers Golf Balls,201702,0,2.23628,2017-02-01
Nike Women's Legend V-Neck T-Shirt,201702,9,2.23701,2017-02-01
Under Armour Kids' Mercenary Slide,201702,2,0.88451,2017-02-01
adidas Kids' F5 Messi FG Soccer Cleat,201702,3,1.57135,2017-02-01
Children's heaters,201702,0,1.73843,2017-02-01
Web Camera,201702,0,2.3387,2017-02-01
Dell Laptop,201702,39,1.13471,2017-02-01
Porcelain crafts,201702,0,2.2439,2017-02-01
Sports Books,201702,0,1.35525,2017-02-01
DVDs,201702,0,1.53947,2017-02-01
Industrial consumer electronics,201702,0,2.17559,2017-02-01
Fighting video games,201702,0,0.70485,2017-02-01
Summer dresses,201702,0,0.19652,2017-02-01
Lawn mower,201702,0,2.09754,2017-02-01
Adult dog supplies,201702,0,1.38877,2017-02-01
Rock music,201702,0,1.60965,2017-02-01
Elevation Training Mask 2.0,201702,0,1.36939,2017-02-01
LIJA Women's Mid-Length Panel Golf Shorts,201702,0,1.19415,2017-02-01
Toys,201702,0,1.22915,2017-02-01
Brooks Women's Ghost 6 Running Shoe,201702,0,0.95331,2017-02-01
Bag Boy M330 Push Cart,201702,0,0.85567,2017-02-01
Merrell Women's Grassbow Sport Hiking Shoe,201702,0,1.31982,2017-02-01
Nike Men's Free TR 5.0 TB Training Shoe,201702,0,2.27729,2017-02-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201702,0,1.51046,2017-02-01
First aid kit,201702,0,1.19987,2017-02-01
CDs of rock,201702,0,0.38238,2017-02-01
Polar FT4 Heart Rate Monitor,201702,0,1.33353,2017-02-01
LIJA Women's Argyle Golf Polo,201702,0,1.3811,2017-02-01
TaylorMade White Smoke IN-12 Putter,201702,0,0.93774,2017-02-01
Fitbit The One Wireless Activity & Sleep Trac,201702,2,1.00113,2017-02-01
Nike Kids' Grade School KD VI Basketball Shoe,201702,0,1.78495,2017-02-01
The North Face Women's Recon Backpack,201702,0,0.46957,2017-02-01
Smart watch,201702,0,0.81987,2017-02-01
Baby sweater,201702,0,1.59907,2017-02-01
MDGolf Pittsburgh Penguins Putter,201702,0,1.87056,2017-02-01
Men's gala suit,201702,0,0.27487,2017-02-01
Merrell Men's All Out Flash Trail Running Sho,201702,0,1.49753,2017-02-01
Garmin Approach S3 Golf GPS Watch,201702,0,0.1202,2017-02-01
LIJA Women's Button Golf Dress,201702,0,0.67709,2017-02-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201702,0,0.72678,2017-02-01
Merrell Women's Siren Mid Waterproof Hiking B,201702,1,1.04301,2017-02-01
TaylorMade Women's RBZ SL Rescue,201702,0,2.12158,2017-02-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201702,0,1.25235,2017-02-01
TaylorMade 2017 Purelite Stand Bag,201702,0,1.07664,2017-02-01
Cleveland Golf Collegiate My Custom Wedge 588,201702,0,1.54548,2017-02-01
adidas Brazuca 2017 Official Match Ball,201702,0,2.3418,2017-02-01
Nike Men's Fingertrap Max Training Shoe,201702,0,2.25422,2017-02-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201702,0,0.80069,2017-02-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201702,0,1.05431,2017-02-01
Ogio Race Golf Shoes,201702,0,1.21307,2017-02-01
insta-bed Neverflat Air Mattress,201702,0,0.67349,2017-02-01
GolfBuddy VT3 GPS Watch,201702,0,1.12731,2017-02-01
Merrell Women's Grassbow Sport Waterproof Hik,201702,0,2.33803,2017-02-01
Titleist Small Wheeled Travel Cover,201702,0,0.8895,2017-02-01
Polar Loop Activity Tracker,201702,0,2.18426,2017-02-01
Pelican Maverick 100X Kayak,201702,0,2.20262,2017-02-01
Garmin Approach S4 Golf GPS Watch,201702,0,0.53505,2017-02-01
Total Gym 1400,201702,0,1.83943,2017-02-01
Garmin Forerunner 910XT GPS Watch,201702,0,1.20023,2017-02-01
Titleist Club Glove Travel Cover,201702,0,2.25092,2017-02-01
GoPro HERO3+ Black Edition Camera,201702,0,0.8576,2017-02-01
Diamondback Boys' Insight 24 Performance Hybr,201702,0,0.1891,2017-02-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201702,0,1.80266,2017-02-01
Stiga Master Series ST3100 Competition Indoor,201702,0,1.39626,2017-02-01
SOLE E35 Elliptical,201702,13,1.91587,2017-02-01
Bushnell Pro X7 Jolt Slope Rangefinder,201702,2,0.31626,2017-02-01
SOLE E25 Elliptical,201702,36,1.15565,2017-02-01
Bowflex SelectTech 1090 Dumbbells,201702,33,1.67115,2017-02-01
Perfect Fitness Perfect Rip Deck,201701,529,0.52827,2017-01-01
Nike Men's Dri-FIT Victory Golf Polo,201701,13,2.26937,2017-01-01
O'Brien Men's Neoprene Life Vest,201701,491,0.67102,2017-01-01
Nike Men's Free 5.0+ Running Shoe,201701,17,0.27078,2017-01-01
Under Armour Girls' Toddler Spine Surge Runni,201701,222,0.27599,2017-01-01
Nike Men's CJ Elite 2 TD Football Cleat,201701,188,0.75746,2017-01-01
Field & Stream Sportsman 16 Gun Fire Safe,201701,32,1.34606,2017-01-01
Pelican Sunstream 100 Kayak,201701,104,1.40562,2017-01-01
Diamondback Women's Serene Classic Comfort Bi,201701,15,1.30907,2017-01-01
ENO Atlas Hammock Straps,201701,12,2.04261,2017-01-01
Nike Men's Comfort 2 Slide,201701,1,1.29987,2017-01-01
adidas Youth Germany Black/Red Away Match Soc,201701,0,1.13098,2017-01-01
Team Golf St. Louis Cardinals Putter Grip,201701,0,2.10502,2017-01-01
LIJA Women's Eyelet Sleeveless Golf Polo,201701,9,1.15827,2017-01-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201701,0,2.32591,2017-01-01
Glove It Women's Imperial Golf Glove,201701,23,1.42605,2017-01-01
Glove It Imperial Golf Towel,201701,6,0.89095,2017-01-01
Bridgestone e6 Straight Distance NFL Carolina,201701,1,1.77573,2017-01-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201701,6,0.85857,2017-01-01
Columbia Men's PFG Anchor Tough T-Shirt,201701,0,1.09663,2017-01-01
Under Armour Women's Ignite Slide,201701,0,1.54841,2017-01-01
Team Golf Tennessee Volunteers Putter Grip,201701,7,1.05592,2017-01-01
Titleist Pro V1x High Numbers Personalized Go,201701,10,0.50789,2017-01-01
Nike Men's Deutschland Weltmeister Winners Bl,201701,9,0.26436,2017-01-01
Bridgestone e6 Straight Distance NFL San Dieg,201701,6,1.82995,2017-01-01
Nike Women's Tempo Shorts,201701,1,0.77932,2017-01-01
Team Golf Texas Longhorns Putter Grip,201701,1,1.3324,2017-01-01
